SMILES,C,H,N
[NH]=[C]1[N][C]=[N]1,2,1,3
[NH]=[C]1[N][C][NH]1,2,2,3
[NH]=[C]1[N][C][N]1,2,1,3
[NH]=[C]1[N][NH][NH]1,1,3,4
[NH]=[C]1[N][NH][N]1,1,2,4
[NH]=[C]1[N][N]1[NH2],1,3,4
[NH]=[C]1[N][N]=[N]1,1,1,4
[NH]=[C]1[N][N][NH]1,1,2,4
[NH]=[C]1[N][N][N]1,1,1,4
[NH]=[C]=[CH][CH2][NH2],3,6,2
[NH]=[C]=[CH][CH]=[NH],3,4,2
[NH]=[C]=[CH][CH][NH2],3,5,2
[NH]=[C]=[CH][C][NH2],3,4,2
[NH]=[C]=[CH][NH][NH2],2,5,3
[NH]=[C]=[CH][N]=[NH],2,3,3
[NH]=[C]=[CH][N][NH2],2,4,3
[NH]=[C]=[C]([NH2])[NH2],2,5,3
[NH]=[C]=[C]1[CH2][CH2]1,4,5,1
[NH]=[C]=[C]1[CH2][NH]1,3,4,2
[NH]=[C]=[C]1[CH2][N]1,3,3,2
[NH]=[C]=[C]1[CH]=[CH]1,4,3,1
[NH]=[C]=[C]1[CH]=[N]1,3,2,2
[NH]=[C]=[C]1[CH][CH2]1,4,4,1
[NH]=[C]=[C]1[CH][CH]1,4,3,1
[NH]=[C]=[C]1[CH][NH]1,3,3,2
[NH]=[C]=[C]1[CH][N]1,3,2,2
[NH]=[C]=[C]1[C]#[C]1,4,1,1
[NH]=[C]=[C]1[C]=[CH]1,4,2,1
[NH]=[C]=[C]1[C]=[C]1,4,1,1
[NH]=[C]=[C]1[C]=[N]1,3,1,2
[NH]=[C]=[C]1[C][CH2]1,4,3,1
[NH]=[C]=[C]1[C][CH]1,4,2,1
[NH]=[C]=[C]1[C][C]1,4,1,1
[NH]=[C]=[C]1[C][NH]1,3,2,2
[NH]=[C]=[C]1[C][N]1,3,1,2
[NH]=[C]=[C]1[NH][NH]1,2,3,3
[NH]=[C]=[C]1[N]=[N]1,2,1,3
[NH]=[C]=[C]1[N][NH]1,2,2,3
[NH]=[C]=[C]1[N][N]1,2,1,3
[NH]=[C]=[C]=[CH][NH2],3,4,2
[NH]=[C]=[C]=[C]=[NH],3,2,2
[NH]=[C]=[C]=[C][NH2],3,3,2
[NH]=[C]=[C]=[N][NH2],2,3,3
[NH]=[C]=[C][CH2][NH2],3,5,2
[NH]=[C]=[C][CH]=[NH],3,3,2
[NH]=[C]=[C][CH][NH2],3,4,2
[NH]=[C]=[C][C][NH2],3,3,2
[NH]=[C]=[C][NH][NH2],2,4,3
[NH]=[C]=[C][N]=[NH],2,2,3
[NH]=[C]=[C][N][NH2],2,3,3
[NH]=[C]=[N][CH2][NH2],2,5,3
[NH]=[C]=[N][CH]=[NH],2,3,3
[NH]=[C]=[N][CH][NH2],2,4,3
[NH]=[C]=[N][C][NH2],2,3,3
[NH]=[C]=[N][NH][NH2],1,4,4
[NH]=[C]=[N][N]=[NH],1,2,4
[NH]=[C]=[N][N][NH2],1,3,4
[NH]=[C][CH2][CH2][NH2],3,7,2
[NH]=[C][CH2][CH]=[NH],3,5,2
[NH]=[C][CH2][CH][NH2],3,6,2
[NH]=[C][CH2][C]=[NH],3,4,2
[NH]=[C][CH2][C][NH2],3,5,2
[NH]=[C][CH2][NH][NH2],2,6,3
[NH]=[C][CH2][N]=[NH],2,4,3
[NH]=[C][CH2][N][NH2],2,5,3
[NH]=[C][CH]([NH2])[NH2],2,6,3
[NH]=[C][CH]1[CH2][CH2]1,4,6,1
[NH]=[C][CH]1[CH2][NH]1,3,5,2
[NH]=[C][CH]1[CH2][N]1,3,4,2
[NH]=[C][CH]1[CH]=[CH]1,4,4,1
[NH]=[C][CH]1[CH]=[N]1,3,3,2
[NH]=[C][CH]1[CH][CH2]1,4,5,1
[NH]=[C][CH]1[CH][CH]1,4,4,1
[NH]=[C][CH]1[CH][NH]1,3,4,2
[NH]=[C][CH]1[CH][N]1,3,3,2
[NH]=[C][CH]1[C]#[C]1,4,2,1
[NH]=[C][CH]1[C]=[CH]1,4,3,1
[NH]=[C][CH]1[C]=[C]1,4,2,1
[NH]=[C][CH]1[C]=[N]1,3,2,2
[NH]=[C][CH]1[C][CH2]1,4,4,1
[NH]=[C][CH]1[C][CH]1,4,3,1
[NH]=[C][CH]1[C][C]1,4,2,1
[NH]=[C][CH]1[C][NH]1,3,3,2
[NH]=[C][CH]1[C][N]1,3,2,2
[NH]=[C][CH]1[NH][NH]1,2,4,3
[NH]=[C][CH]1[N]=[N]1,2,2,3
[NH]=[C][CH]1[N][NH]1,2,3,3
[NH]=[C][CH]1[N][N]1,2,2,3
[NH]=[C][CH]=[CH][NH2],3,5,2
[NH]=[C][CH]=[C]=[NH],3,3,2
[NH]=[C][CH]=[C][NH2],3,4,2
[NH]=[C][CH]=[N][NH2],2,4,3
[NH]=[C][CH][CH2][NH2],3,6,2
[NH]=[C][CH][CH]=[NH],3,4,2
[NH]=[C][CH][CH][NH2],3,5,2
[NH]=[C][CH][C]=[NH],3,3,2
[NH]=[C][CH][C][NH2],3,4,2
[NH]=[C][CH][NH][NH2],2,5,3
[NH]=[C][CH][N]=[NH],2,3,3
[NH]=[C][CH][N][NH2],2,4,3
[NH]=[C][C]#[C][NH2],3,3,2
[NH]=[C][C](=[NH])[NH2],2,4,3
[NH]=[C][C]([NH2])[NH2],2,5,3
[NH]=[C][C]1=[CH][CH2]1,4,4,1
[NH]=[C][C]1=[CH][CH]1,4,3,1
[NH]=[C][C]1=[CH][C]1,4,2,1
[NH]=[C][C]1=[CH][NH]1,3,3,2
[NH]=[C][C]1=[CH][N]1,3,2,2
[NH]=[C][C]1=[C]=[CH]1,4,2,1
[NH]=[C][C]1=[C]=[C]1,4,1,1
[NH]=[C][C]1=[C]=[N]1,3,1,2
[NH]=[C][C]1=[C][CH2]1,4,3,1
[NH]=[C][C]1=[C][CH]1,4,2,1
[NH]=[C][C]1=[C][C]1,4,1,1
[NH]=[C][C]1=[C][NH]1,3,2,2
[NH]=[C][C]1=[C][N]1,3,1,2
[NH]=[C][C]1=[N][CH2]1,3,3,2
[NH]=[C][C]1=[N][CH]1,3,2,2
[NH]=[C][C]1=[N][C]1,3,1,2
[NH]=[C][C]1=[N][NH]1,2,2,3
[NH]=[C][C]1=[N][N]1,2,1,3
[NH]=[C][C]1[CH2][CH2]1,4,5,1
[NH]=[C][C]1[CH2][NH]1,3,4,2
[NH]=[C][C]1[CH2][N]1,3,3,2
[NH]=[C][C]1[CH]=[CH]1,4,3,1
[NH]=[C][C]1[CH]=[N]1,3,2,2
[NH]=[C][C]1[CH][CH2]1,4,4,1
[NH]=[C][C]1[CH][CH]1,4,3,1
[NH]=[C][C]1[CH][NH]1,3,3,2
[NH]=[C][C]1[CH][N]1,3,2,2
[NH]=[C][C]1[C]#[C]1,4,1,1
[NH]=[C][C]1[C]=[CH]1,4,2,1
[NH]=[C][C]1[C]=[C]1,4,1,1
[NH]=[C][C]1[C]=[N]1,3,1,2
[NH]=[C][C]1[C][CH2]1,4,3,1
[NH]=[C][C]1[C][CH]1,4,2,1
[NH]=[C][C]1[C][C]1,4,1,1
[NH]=[C][C]1[C][NH]1,3,2,2
[NH]=[C][C]1[C][N]1,3,1,2
[NH]=[C][C]1[NH][NH]1,2,3,3
[NH]=[C][C]1[N]=[N]1,2,1,3
[NH]=[C][C]1[N][NH]1,2,2,3
[NH]=[C][C]1[N][N]1,2,1,3
[NH]=[C][C]=[CH][NH2],3,4,2
[NH]=[C][C]=[C]=[NH],3,2,2
[NH]=[C][C]=[C][NH2],3,3,2
[NH]=[C][C]=[N][NH2],2,3,3
[NH]=[C][C][CH2][NH2],3,5,2
[NH]=[C][C][CH]=[NH],3,3,2
[NH]=[C][C][CH][NH2],3,4,2
[NH]=[C][C][C]=[NH],3,2,2
[NH]=[C][C][C][NH2],3,3,2
[NH]=[C][C][NH][NH2],2,4,3
[NH]=[C][C][N]=[NH],2,2,3
[NH]=[C][C][N][NH2],2,3,3
[NH]=[C][NH][CH2][NH2],2,6,3
[NH]=[C][NH][CH]=[NH],2,4,3
[NH]=[C][NH][CH][NH2],2,5,3
[NH]=[C][NH][C]=[NH],2,3,3
[NH]=[C][NH][C][NH2],2,4,3
[NH]=[C][NH][NH][NH2],1,5,4
[NH]=[C][NH][N]=[NH],1,3,4
[NH]=[C][NH][N][NH2],1,4,4
[NH]=[C][N]([NH2])[NH2],1,5,4
[NH]=[C][N]1[CH2][CH2]1,3,5,2
[NH]=[C][N]1[CH2][NH]1,2,4,3
[NH]=[C][N]1[CH2][N]1,2,3,3
[NH]=[C][N]1[CH]=[CH]1,3,3,2
[NH]=[C][N]1[CH]=[N]1,2,2,3
[NH]=[C][N]1[CH][CH2]1,3,4,2
[NH]=[C][N]1[CH][CH]1,3,3,2
[NH]=[C][N]1[CH][NH]1,2,3,3
[NH]=[C][N]1[CH][N]1,2,2,3
[NH]=[C][N]1[C]#[C]1,3,1,2
[NH]=[C][N]1[C]=[CH]1,3,2,2
[NH]=[C][N]1[C]=[C]1,3,1,2
[NH]=[C][N]1[C]=[N]1,2,1,3
[NH]=[C][N]1[C][CH2]1,3,3,2
[NH]=[C][N]1[C][CH]1,3,2,2
[NH]=[C][N]1[C][C]1,3,1,2
[NH]=[C][N]1[C][NH]1,2,2,3
[NH]=[C][N]1[C][N]1,2,1,3
[NH]=[C][N]1[N]=[N]1,1,1,4
[NH]=[C][N]1[N][NH]1,1,2,4
[NH]=[C][N]1[N][N]1,1,1,4
[NH]=[C][N]=[CH][NH2],2,4,3
[NH]=[C][N]=[C]=[NH],2,2,3
[NH]=[C][N]=[C][NH2],2,3,3
[NH]=[C][N]=[N][NH2],1,3,4
[NH]=[C][N][CH2][NH2],2,5,3
[NH]=[C][N][CH]=[NH],2,3,3
[NH]=[C][N][CH][NH2],2,4,3
[NH]=[C][N][C]=[NH],2,2,3
[NH]=[C][N][C][NH2],2,3,3
[NH]=[C][N][NH][NH2],1,4,4
[NH]=[C][N][N]=[NH],1,2,4
[NH]=[C][N][N][NH2],1,3,4
[NH]=[C][n]1[nH][nH]1,1,3,4
[NH]=[N][CH2][CH2][NH2],2,7,3
[NH]=[N][CH2][CH][NH2],2,6,3
[NH]=[N][CH2][C][NH2],2,5,3
[NH]=[N][CH2][NH][NH2],1,6,4
[NH]=[N][CH2][N]=[NH],1,4,4
[NH]=[N][CH2][N][NH2],1,5,4
[NH]=[N][CH]([NH2])[NH2],1,6,4
[NH]=[N][CH]1[CH2][CH2]1,3,6,2
[NH]=[N][CH]1[CH2][NH]1,2,5,3
[NH]=[N][CH]1[CH2][N]1,2,4,3
[NH]=[N][CH]1[CH]=[CH]1,3,4,2
[NH]=[N][CH]1[CH]=[N]1,2,3,3
[NH]=[N][CH]1[CH][CH2]1,3,5,2
[NH]=[N][CH]1[CH][CH]1,3,4,2
[NH]=[N][CH]1[CH][NH]1,2,4,3
[NH]=[N][CH]1[CH][N]1,2,3,3
[NH]=[N][CH]1[C]#[C]1,3,2,2
[NH]=[N][CH]1[C]=[CH]1,3,3,2
[NH]=[N][CH]1[C]=[C]1,3,2,2
[NH]=[N][CH]1[C]=[N]1,2,2,3
[NH]=[N][CH]1[C][CH2]1,3,4,2
[NH]=[N][CH]1[C][CH]1,3,3,2
[NH]=[N][CH]1[C][C]1,3,2,2
[NH]=[N][CH]1[C][NH]1,2,3,3
[NH]=[N][CH]1[C][N]1,2,2,3
[NH]=[N][CH]1[NH][NH]1,1,4,4
[NH]=[N][CH]1[N]=[N]1,1,2,4
[NH]=[N][CH]1[N][NH]1,1,3,4
[NH]=[N][CH]1[N][N]1,1,2,4
[NH]=[N][CH]=[CH][NH2],2,5,3
[NH]=[N][CH]=[C][NH2],2,4,3
[NH]=[N][CH]=[N][NH2],1,4,4
[NH]=[N][CH][CH2][NH2],2,6,3
[NH]=[N][CH][CH][NH2],2,5,3
[NH]=[N][CH][C][NH2],2,4,3
[NH]=[N][CH][NH][NH2],1,5,4
[NH]=[N][CH][N]=[NH],1,3,4
[NH]=[N][CH][N][NH2],1,4,4
[NH]=[N][C]#[C][NH2],2,3,3
[NH]=[N][C](=[NH])[NH2],1,4,4
[NH]=[N][C]([NH2])[NH2],1,5,4
[NH]=[N][C]1=[CH][CH2]1,3,4,2
[NH]=[N][C]1=[CH][CH]1,3,3,2
[NH]=[N][C]1=[CH][C]1,3,2,2
[NH]=[N][C]1=[CH][NH]1,2,3,3
[NH]=[N][C]1=[CH][N]1,2,2,3
[NH]=[N][C]1=[C]=[CH]1,3,2,2
[NH]=[N][C]1=[C]=[C]1,3,1,2
[NH]=[N][C]1=[C]=[N]1,2,1,3
[NH]=[N][C]1=[C][CH2]1,3,3,2
[NH]=[N][C]1=[C][CH]1,3,2,2
[NH]=[N][C]1=[C][C]1,3,1,2
[NH]=[N][C]1=[C][NH]1,2,2,3
[NH]=[N][C]1=[C][N]1,2,1,3
[NH]=[N][C]1=[N][CH2]1,2,3,3
[NH]=[N][C]1=[N][CH]1,2,2,3
[NH]=[N][C]1=[N][C]1,2,1,3
[NH]=[N][C]1=[N][NH]1,1,2,4
[NH]=[N][C]1=[N][N]1,1,1,4
[NH]=[N][C]1[CH2][CH2]1,3,5,2
[NH]=[N][C]1[CH2][NH]1,2,4,3
[NH]=[N][C]1[CH2][N]1,2,3,3
[NH]=[N][C]1[CH]=[CH]1,3,3,2
[NH]=[N][C]1[CH]=[N]1,2,2,3
[NH]=[N][C]1[CH][CH2]1,3,4,2
[NH]=[N][C]1[CH][CH]1,3,3,2
[NH]=[N][C]1[CH][NH]1,2,3,3
[NH]=[N][C]1[CH][N]1,2,2,3
[NH]=[N][C]1[C]#[C]1,3,1,2
[NH]=[N][C]1[C]=[CH]1,3,2,2
[NH]=[N][C]1[C]=[C]1,3,1,2
[NH]=[N][C]1[C]=[N]1,2,1,3
[NH]=[N][C]1[C][CH2]1,3,3,2
[NH]=[N][C]1[C][CH]1,3,2,2
[NH]=[N][C]1[C][C]1,3,1,2
[NH]=[N][C]1[C][NH]1,2,2,3
[NH]=[N][C]1[C][N]1,2,1,3
[NH]=[N][C]1[NH][NH]1,1,3,4
[NH]=[N][C]1[N]=[N]1,1,1,4
[NH]=[N][C]1[N][NH]1,1,2,4
[NH]=[N][C]1[N][N]1,1,1,4
[NH]=[N][C]=[CH][NH2],2,4,3
[NH]=[N][C]=[C][NH2],2,3,3
[NH]=[N][C]=[N][NH2],1,3,4
[NH]=[N][C][CH2][NH2],2,5,3
[NH]=[N][C][CH][NH2],2,4,3
[NH]=[N][C][C][NH2],2,3,3
[NH]=[N][C][NH][NH2],1,4,4
[NH]=[N][C][N]=[NH],1,2,4
[NH]=[N][C][N][NH2],1,3,4
[NH]=[N][NH][CH2][NH2],1,6,4
[NH]=[N][NH][CH][NH2],1,5,4
[NH]=[N][NH][C][NH2],1,4,4
[NH]=[N][NH][NH][NH2],0,5,5
[NH]=[N][NH][N]=[NH],0,3,5
[NH]=[N][NH][N][NH2],0,4,5
[NH]=[N][N]([NH2])[NH2],0,5,5
[NH]=[N][N]1[CH2][CH2]1,2,5,3
[NH]=[N][N]1[CH2][NH]1,1,4,4
[NH]=[N][N]1[CH2][N]1,1,3,4
[NH]=[N][N]1[CH]=[CH]1,2,3,3
[NH]=[N][N]1[CH]=[N]1,1,2,4
[NH]=[N][N]1[CH][CH2]1,2,4,3
[NH]=[N][N]1[CH][CH]1,2,3,3
[NH]=[N][N]1[CH][NH]1,1,3,4
[NH]=[N][N]1[CH][N]1,1,2,4
[NH]=[N][N]1[C]#[C]1,2,1,3
[NH]=[N][N]1[C]=[CH]1,2,2,3
[NH]=[N][N]1[C]=[C]1,2,1,3
[NH]=[N][N]1[C]=[N]1,1,1,4
[NH]=[N][N]1[C][CH2]1,2,3,3
[NH]=[N][N]1[C][CH]1,2,2,3
[NH]=[N][N]1[C][C]1,2,1,3
[NH]=[N][N]1[C][NH]1,1,2,4
[NH]=[N][N]1[C][N]1,1,1,4
[NH]=[N][N]1[N]=[N]1,0,1,5
[NH]=[N][N]1[N][NH]1,0,2,5
[NH]=[N][N]1[N][N]1,0,1,5
[NH]=[N][N]=[CH][NH2],1,4,4
[NH]=[N][N]=[C][NH2],1,3,4
[NH]=[N][N]=[N][NH2],0,3,5
[NH]=[N][N][CH2][NH2],1,5,4
[NH]=[N][N][CH][NH2],1,4,4
[NH]=[N][N][C][NH2],1,3,4
[NH]=[N][N][NH][NH2],0,4,5
[NH]=[N][N][N]=[NH],0,2,5
[NH]=[N][N][N][NH2],0,3,5
[NH]=[N][n]1[nH][nH]1,0,3,5
[NH]=[c]1[cH][c]1[NH2],3,4,2
[NH]=[c]1[c]2[c]1=[C]=2,4,1,1
[NH]=[c]1[c]2[c]1[CH2]2,4,3,1
[NH]=[c]1[c]2[c]1[CH]2,4,2,1
[NH]=[c]1[c]2[c]1[C]2,4,1,1
[NH]=[c]1[c]2[c]1[NH]2,3,2,2
[NH]=[c]1[c]2[c]1[N]2,3,1,2
[NH]=[c]1[c][c]1[NH2],3,3,2
[NH]=[c]1[nH][c]1=[NH],2,3,3
[NH]=[c]1[nH][nH][nH]1,1,4,4
[NH]=[c]1[n]2[nH][n]12,1,2,4
[NH]=[c]1[n][c]1[NH2],2,3,3
[NH][CH2][CH2][CH2][NH2],3,9,2
[NH][CH2][CH2][CH2][NH],3,8,2
[NH][CH2][CH2][CH]=[NH],3,7,2
[NH][CH2][CH2][CH][NH2],3,8,2
[NH][CH2][CH2][C]=[NH],3,6,2
[NH][CH2][CH2][C][NH2],3,7,2
[NH][CH2][CH2][NH][NH2],2,8,3
[NH][CH2][CH2][NH][NH],2,7,3
[NH][CH2][CH2][N]=[NH],2,6,3
[NH][CH2][CH2][N][NH2],2,7,3
[NH][CH2][CH2][N][NH],2,6,3
[NH][CH2][CH]([NH2])[NH2],2,8,3
[NH][CH2][CH]([NH])[NH2],2,7,3
[NH][CH2][CH]([NH])[NH],2,6,3
[NH][CH2][CH]1[CH2][CH2]1,4,8,1
[NH][CH2][CH]1[CH2][NH]1,3,7,2
[NH][CH2][CH]1[CH2][N]1,3,6,2
[NH][CH2][CH]1[CH]=[CH]1,4,6,1
[NH][CH2][CH]1[CH]=[N]1,3,5,2
[NH][CH2][CH]1[CH][CH2]1,4,7,1
[NH][CH2][CH]1[CH][CH]1,4,6,1
[NH][CH2][CH]1[CH][NH]1,3,6,2
[NH][CH2][CH]1[CH][N]1,3,5,2
[NH][CH2][CH]1[C]#[C]1,4,4,1
[NH][CH2][CH]1[C]=[CH]1,4,5,1
[NH][CH2][CH]1[C]=[C]1,4,4,1
[NH][CH2][CH]1[C]=[N]1,3,4,2
[NH][CH2][CH]1[C][CH2]1,4,6,1
[NH][CH2][CH]1[C][CH]1,4,5,1
[NH][CH2][CH]1[C][C]1,4,4,1
[NH][CH2][CH]1[C][NH]1,3,5,2
[NH][CH2][CH]1[C][N]1,3,4,2
[NH][CH2][CH]1[NH][NH]1,2,6,3
[NH][CH2][CH]1[N]=[N]1,2,4,3
[NH][CH2][CH]1[N][NH]1,2,5,3
[NH][CH2][CH]1[N][N]1,2,4,3
[NH][CH2][CH]=[CH][NH2],3,7,2
[NH][CH2][CH]=[C]=[NH],3,5,2
[NH][CH2][CH]=[C][NH2],3,6,2
[NH][CH2][CH]=[N][NH2],2,6,3
[NH][CH2][CH]=[N][NH],2,5,3
[NH][CH2][CH][CH2][NH2],3,8,2
[NH][CH2][CH][CH2][NH],3,7,2
[NH][CH2][CH][CH]=[NH],3,6,2
[NH][CH2][CH][CH][NH2],3,7,2
[NH][CH2][CH][C]=[NH],3,5,2
[NH][CH2][CH][C][NH2],3,6,2
[NH][CH2][CH][NH][NH2],2,7,3
[NH][CH2][CH][NH][NH],2,6,3
[NH][CH2][CH][N]=[NH],2,5,3
[NH][CH2][CH][N][NH2],2,6,3
[NH][CH2][CH][N][NH],2,5,3
[NH][CH2][C]#[C][NH2],3,5,2
[NH][CH2][C](=[NH])[NH2],2,6,3
[NH][CH2][C]([NH2])[NH2],2,7,3
[NH][CH2][C]([NH])=[NH],2,5,3
[NH][CH2][C]([NH])[NH2],2,6,3
[NH][CH2][C]([NH])[NH],2,5,3
[NH][CH2][C]1=[CH][CH2]1,4,6,1
[NH][CH2][C]1=[CH][CH]1,4,5,1
[NH][CH2][C]1=[CH][C]1,4,4,1
[NH][CH2][C]1=[CH][NH]1,3,5,2
[NH][CH2][C]1=[CH][N]1,3,4,2
[NH][CH2][C]1=[C]=[CH]1,4,4,1
[NH][CH2][C]1=[C]=[C]1,4,3,1
[NH][CH2][C]1=[C]=[N]1,3,3,2
[NH][CH2][C]1=[C][CH2]1,4,5,1
[NH][CH2][C]1=[C][CH]1,4,4,1
[NH][CH2][C]1=[C][C]1,4,3,1
[NH][CH2][C]1=[C][NH]1,3,4,2
[NH][CH2][C]1=[C][N]1,3,3,2
[NH][CH2][C]1=[N][CH2]1,3,5,2
[NH][CH2][C]1=[N][CH]1,3,4,2
[NH][CH2][C]1=[N][C]1,3,3,2
[NH][CH2][C]1=[N][NH]1,2,4,3
[NH][CH2][C]1=[N][N]1,2,3,3
[NH][CH2][C]1[CH2][CH2]1,4,7,1
[NH][CH2][C]1[CH2][NH]1,3,6,2
[NH][CH2][C]1[CH2][N]1,3,5,2
[NH][CH2][C]1[CH]=[CH]1,4,5,1
[NH][CH2][C]1[CH]=[N]1,3,4,2
[NH][CH2][C]1[CH][CH2]1,4,6,1
[NH][CH2][C]1[CH][CH]1,4,5,1
[NH][CH2][C]1[CH][NH]1,3,5,2
[NH][CH2][C]1[CH][N]1,3,4,2
[NH][CH2][C]1[C]#[C]1,4,3,1
[NH][CH2][C]1[C]=[CH]1,4,4,1
[NH][CH2][C]1[C]=[C]1,4,3,1
[NH][CH2][C]1[C]=[N]1,3,3,2
[NH][CH2][C]1[C][CH2]1,4,5,1
[NH][CH2][C]1[C][CH]1,4,4,1
[NH][CH2][C]1[C][C]1,4,3,1
[NH][CH2][C]1[C][NH]1,3,4,2
[NH][CH2][C]1[C][N]1,3,3,2
[NH][CH2][C]1[NH][NH]1,2,5,3
[NH][CH2][C]1[N]=[N]1,2,3,3
[NH][CH2][C]1[N][NH]1,2,4,3
[NH][CH2][C]1[N][N]1,2,3,3
[NH][CH2][C]=[CH][NH2],3,6,2
[NH][CH2][C]=[C]=[NH],3,4,2
[NH][CH2][C]=[C][NH2],3,5,2
[NH][CH2][C]=[N][NH2],2,5,3
[NH][CH2][C]=[N][NH],2,4,3
[NH][CH2][C][CH2][NH2],3,7,2
[NH][CH2][C][CH2][NH],3,6,2
[NH][CH2][C][CH]=[NH],3,5,2
[NH][CH2][C][CH][NH2],3,6,2
[NH][CH2][C][C]=[NH],3,4,2
[NH][CH2][C][C][NH2],3,5,2
[NH][CH2][C][NH][NH2],2,6,3
[NH][CH2][C][NH][NH],2,5,3
[NH][CH2][C][N]=[NH],2,4,3
[NH][CH2][C][N][NH2],2,5,3
[NH][CH2][C][N][NH],2,4,3
[NH][CH2][NH][CH2][NH2],2,8,3
[NH][CH2][NH][CH2][NH],2,7,3
[NH][CH2][NH][CH]=[NH],2,6,3
[NH][CH2][NH][CH][NH2],2,7,3
[NH][CH2][NH][C]=[NH],2,5,3
[NH][CH2][NH][C][NH2],2,6,3
[NH][CH2][NH][NH][NH2],1,7,4
[NH][CH2][NH][NH][NH],1,6,4
[NH][CH2][NH][N]=[NH],1,5,4
[NH][CH2][NH][N][NH2],1,6,4
[NH][CH2][NH][N][NH],1,5,4
[NH][CH2][N]([NH2])[NH2],1,7,4
[NH][CH2][N]([NH])[NH2],1,6,4
[NH][CH2][N]([NH])[NH],1,5,4
[NH][CH2][N]1[CH2][CH2]1,3,7,2
[NH][CH2][N]1[CH2][NH]1,2,6,3
[NH][CH2][N]1[CH2][N]1,2,5,3
[NH][CH2][N]1[CH]=[CH]1,3,5,2
[NH][CH2][N]1[CH]=[N]1,2,4,3
[NH][CH2][N]1[CH][CH2]1,3,6,2
[NH][CH2][N]1[CH][CH]1,3,5,2
[NH][CH2][N]1[CH][NH]1,2,5,3
[NH][CH2][N]1[CH][N]1,2,4,3
[NH][CH2][N]1[C]#[C]1,3,3,2
[NH][CH2][N]1[C]=[CH]1,3,4,2
[NH][CH2][N]1[C]=[C]1,3,3,2
[NH][CH2][N]1[C]=[N]1,2,3,3
[NH][CH2][N]1[C][CH2]1,3,5,2
[NH][CH2][N]1[C][CH]1,3,4,2
[NH][CH2][N]1[C][C]1,3,3,2
[NH][CH2][N]1[C][NH]1,2,4,3
[NH][CH2][N]1[C][N]1,2,3,3
[NH][CH2][N]1[N]=[N]1,1,3,4
[NH][CH2][N]1[N][NH]1,1,4,4
[NH][CH2][N]1[N][N]1,1,3,4
[NH][CH2][N]=[CH][NH2],2,6,3
[NH][CH2][N]=[C]=[NH],2,4,3
[NH][CH2][N]=[C][NH2],2,5,3
[NH][CH2][N]=[N][NH2],1,5,4
[NH][CH2][N]=[N][NH],1,4,4
[NH][CH2][N][CH2][NH2],2,7,3
[NH][CH2][N][CH2][NH],2,6,3
[NH][CH2][N][CH]=[NH],2,5,3
[NH][CH2][N][CH][NH2],2,6,3
[NH][CH2][N][C]=[NH],2,4,3
[NH][CH2][N][C][NH2],2,5,3
[NH][CH2][N][NH][NH2],1,6,4
[NH][CH2][N][NH][NH],1,5,4
[NH][CH2][N][N]=[NH],1,4,4
[NH][CH2][N][N][NH2],1,5,4
[NH][CH2][N][N][NH],1,4,4
[NH][CH2][n]1[nH][nH]1,1,5,4
[NH][CH]([NH2])[CH2][NH2],2,8,3
[NH][CH]([NH2])[CH]=[NH],2,6,3
[NH][CH]([NH2])[CH][NH2],2,7,3
[NH][CH]([NH2])[C]=[NH],2,5,3
[NH][CH]([NH2])[C][NH2],2,6,3
[NH][CH]([NH2])[NH][NH2],1,7,4
[NH][CH]([NH2])[N]=[NH],1,5,4
[NH][CH]([NH2])[N][NH2],1,6,4
[NH][CH]([NH])[CH2][NH2],2,7,3
[NH][CH]([NH])[CH]=[NH],2,5,3
[NH][CH]([NH])[CH][NH2],2,6,3
[NH][CH]([NH])[C]=[NH],2,4,3
[NH][CH]([NH])[C][NH2],2,5,3
[NH][CH]([NH])[NH][NH2],1,6,4
[NH][CH]([NH])[N]=[NH],1,4,4
[NH][CH]([NH])[N][NH2],1,5,4
[NH][CH]1[CH2][CH2][CH2]1,4,8,1
[NH][CH]1[CH2][CH2][NH]1,3,7,2
[NH][CH]1[CH2][CH2][N]1,3,6,2
[NH][CH]1[CH2][CH]1[NH2],3,7,2
[NH][CH]1[CH2][CH]1[NH],3,6,2
[NH][CH]1[CH2][CH]=[N]1,3,5,2
[NH][CH]1[CH2][CH][CH2]1,4,7,1
[NH][CH]1[CH2][CH][NH]1,3,6,2
[NH][CH]1[CH2][CH][N]1,3,5,2
[NH][CH]1[CH2][C]1=[NH],3,5,2
[NH][CH]1[CH2][C]1[NH2],3,6,2
[NH][CH]1[CH2][C]=[N]1,3,4,2
[NH][CH]1[CH2][C][CH2]1,4,6,1
[NH][CH]1[CH2][C][NH]1,3,5,2
[NH][CH]1[CH2][C][N]1,3,4,2
[NH][CH]1[CH2][NH][CH2]1,3,7,2
[NH][CH]1[CH2][NH][NH]1,2,6,3
[NH][CH]1[CH2][NH][N]1,2,5,3
[NH][CH]1[CH2][N]1[NH2],2,6,3
[NH][CH]1[CH2][N]1[NH],2,5,3
[NH][CH]1[CH2][N]=[N]1,2,4,3
[NH][CH]1[CH2][N][CH2]1,3,6,2
[NH][CH]1[CH2][N][NH]1,2,5,3
[NH][CH]1[CH2][N][N]1,2,4,3
[NH][CH]1[CH]2[CH2][CH]12,4,6,1
[NH][CH]1[CH]2[CH2][N]12,3,5,2
